Company,Address,City,State,Zip,LID,ID,Received,Processed,Grower,SampleID,FarmID,FieldID,GrowerAcct,P (lbs/a),K (lbs/a),Mg (lbs/a),Ca (lbs/a),pHw,pHb,CEC,BS-K,BS-Mg,BS-Ca,BS-H,BS-Na,S (lbs/a),B (lbs/a),Zn (lbs/a),Mn (lbs/a),Fe (lbs/a),Cu (lbs/a),Lime,Gypsum,Nitrogen1,Phosphate2,Phosphate1,Potassium2,Potash1,Magnesium1,Sulfur1,Boron1,Zinc1,Manganese1,Iron1,Copper1,Crop,Yield,Al (lbs/a),Na (lbs/a),OM,NitN (ppm),NH4 (ppm),Mo (ppm),Ni (ppm)
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178489OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C2,D3,,,36,1146,2115,4069,8.7,7.8,22.6,6.5,39.1,45.1,7.1,2.2,22,11.9,1.7,181,70,3.6,0,,,*,,,,,,,,,,,NO CROP,,,232,0.39,2.66,2.63,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178490OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R2,D3,,,44,1107,2015,4218,8.5,7.8,22.1,6.4,38,47.7,7.2,0.7,20,8.1,2.3,178,68,3.6,0,,,*,,,,,,,,,,,NO CROP,,,69,0.51,4.51,2.78,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178491OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W2,D3,,,51,1107,2093,4229,8.7,7.8,22.8,6.2,38.2,46.3,7,2.3,23,10.7,2.2,180,71,3.5,0,,,*,,,,,,,,,,,NO CROP,,,242,0.26,4.7,2.56,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178492OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR2,D3,,,36,949,2112,3921,8.6,7.8,21.7,5.6,40.6,45.2,7.4,1.3,21,8.1,2.1,183,66,3.5,0,,,*,,,,,,,,,,,NO CROP,,,129,0.36,4.84,2.35,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178493OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C1-2,D1,,,23,841,1591,3262,8.4,7.85,17.5,6.1,37.8,46.5,6.8,2.7,25,9.4,2.3,170,98,3,0,,,*,,,,,,,,,,,NO CROP,,,218,0.32,8.42,3.9,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178494OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R1-2,D1,,,31,1027,1610,3803,8.3,7.85,18.9,7,35.4,50.2,6.3,1.1,20,7.5,2.5,172,70,3.3,0,,,*,,,,,,,,,,,NO CROP,,,92,0.39,8.54,2.42,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178495OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W1-2,D1,,,31,929,1465,3490,8.5,7.8,17.9,6.7,34.2,48.9,9,1.3,24,7.6,2.4,154,68,3.1,0,,,*,,,,,,,,,,,NO CROP,,,107,0.36,6.15,3.04,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178496OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR1-2,D1,,,20,903,1806,3296,8.7,7.85,18.6,6.2,40.4,44.3,6.4,2.7,25,9.4,1.9,162,78,3.5,0,,,*,,,,,,,,,,,NO CROP,,,227,0.32,8.15,2.44,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178497OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C2-2,D1,,,32,991,1573,3539,8.4,7.8,18.5,6.9,35.4,47.8,8.7,1.2,23,7.8,1.9,165,66,3.2,0,,,*,,,,,,,,,,,NO CROP,,,101,0.28,4.9,2.51,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178498OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R2-2,D1,,,23,873,1959,3348,8.5,7.8,19.7,5.7,41.5,42.6,8.1,2.1,30,10.2,1.9,165,69,3.3,0,,,*,,,,,,,,,,,NO CROP,,,192,0.26,8.29,2.14,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178499OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W2-2,D1,,,21,896,1783,3239,8.6,7.85,18.3,6.3,40.5,44.1,6.5,2.5,34,9.5,2,155,68,3.1,0,,,*,,,,,,,,,,,NO CROP,,,215,0.34,5.49,2.08,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178500OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR2-2,D1,,,28,898,1513,3534,8.3,7.8,18.1,6.3,34.8,48.7,8.8,1.3,20,7.7,1.8,154,64,2.9,0,,,*,,,,,,,,,,,NO CROP,,,112,0.36,7.38,2.1,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178501OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C1-2,D2,,,29,1153,1855,3211,8.7,7.85,18.8,7.9,41.2,42.8,6.4,1.8,22,9.7,1.9,163,68,3.2,0,,,*,,,,,,,,,,,NO CROP,,,152,0.38,4.32,2.15,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178502OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R1-2,D2,,,29,1102,1830,3869,8.6,7.85,20.4,6.9,37.5,47.5,5.9,2.2,33,10.4,2.4,161,66,3.9,0,,,*,,,,,,,,,,,NO CROP,,,204,0.4,10.45,2.14,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178503OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W1-2,D2,,,30,1124,1723,3454,8.7,7.85,19,7.6,37.8,45.5,6.3,2.8,25,10.4,1.9,159,69,3.2,0,,,*,,,,,,,,,,,NO CROP,,,242,0.4,4.23,2.13,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178504OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR1-2,D2,,,32,960,1911,3804,8.5,7.8,20.8,5.9,38.3,45.7,7.7,2.4,33,9.9,2.5,163,73,4.1,0,,,*,,,,,,,,,,,NO CROP,,,232,0.37,11.25,1.74,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178505OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C2-2,D2,,,36,1103,2023,4429,8.8,7.85,22.8,6.2,37,48.6,5.3,2.9,28,11.4,1.9,173,80,3.7,0,,,*,,,,,,,,,,,NO CROP,,,299,0.45,3.76,2.95,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178506OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,D2-2,D2,,,32,1181,1855,3832,8.7,7.8,20.8,7.3,37.1,46,7.7,2,20,11.1,2.1,175,79,3.6,0,,,*,,,,,,,,,,,NO CROP,,,192,0.48,4.32,2.22,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178507OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W2-2,D2,,,36,1122,1976,3891,8.7,7.85,21.1,6.8,39.1,46.2,5.7,2.2,24,10.5,2.2,174,84,3.6,0,,,*,,,,,,,,,,,NO CROP,,,214,0.42,6.97,2.64,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178508OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR2-2,D2,,,29,1158,1916,3718,8.6,7.8,20.9,7.1,38.2,44.5,7.7,2.5,26,11.1,2,175,81,3.8,0,,,*,,,,,,,,,,,NO CROP,,,242,0.44,6.99,2.25,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178509OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C1-2,D3,,,48,990,2125,3906,8.7,7.85,21.6,5.9,41.1,45.3,5.6,2.1,25,10.3,2,180,79,3.7,0,,,*,,,,,,,,,,,NO CROP,,,213,0.45,9.83,9.79,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178510OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R1-2,D3,,,37,1179,1999,4271,8.7,7.85,22.2,6.8,37.5,48,5.4,2.3,28,11.8,2.1,191,78,3.9,0,,,*,,,,,,,,,,,NO CROP,,,240,0.46,7.4,4.18,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178511OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W1-2,D3,,,42,1292,2216,4671,8.8,7.85,24.4,6.8,37.8,47.9,4.9,2.6,28,12.4,2.2,207,79,4.1,0,,,*,,,,,,,,,,,NO CROP,,,289,0.42,4.85,3.11,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178512OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR1-2,D3,,,48,1314,2051,4544,8.6,7.8,23.9,7.1,35.8,47.6,6.7,2.8,43,11.4,2.7,192,78,4.5,0,,,*,,,,,,,,,,,NO CROP,,,305,0.44,10.14,3.38,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178513OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,C2-2,D3,,,34,1005,2246,3913,8.7,7.85,22.1,5.8,42.3,44.2,5.4,2.2,31,10.9,1.9,180,73,3.8,0,,,*,,,,,,,,,,,NO CROP,,,220,0.36,3.19,2.64,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178514OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,R2-2,D3,,,39,1088,1992,4233,8.7,7.85,22,6.3,37.8,48.1,5.5,2.3,29,9.5,2.2,179,67,3.7,0,,,*,,,,,,,,,,,NO CROP,,,234,0.46,4.62,2.3,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178515OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,W2-2,D3,,,50,1414,2318,5020,8.7,7.8,26.3,6.9,36.8,47.8,6.1,2.4,34,11.7,2.6,211,74,4.2,0,,,*,,,,,,,,,,,NO CROP,,,292,0.45,5.21,2.49,,
TEXAS TECH-DEPT OF BIOLOGY,TTU Biology 2901 MAIN ST,LUBBOCK,TX,79409,,178516OO,12/6/21 0:00,12/8/21 0:00,TEXAS TECH,WR2-2,D3,,,32,1048,2118,4105,8.6,7.8,22.7,5.9,38.9,45.2,7,2.9,30,12.2,2.1,181,69,3.7,0,,,*,,,,,,,,,,,NO CROP,,,306,0.36,4.68,2.28,,
